_input_part_number,_status,_error,KeyValuePairs
1778M94G06,ok_component_fallback,,Part No.: 1778M94G06 | Manufacturer: General Electric | Part Type: Blade | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/general-electric/1778m94g06/
1606130-001,ok_ata,,"Part No.: 1606130-001 | ATA Groups: POWER PLANT | Boeing Applicability: 777-200ER, 777-200, 777-300 | Description: CABLE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/power-plant-75/1606130-001/"
107492-6,ok_ata,,"Part No.: 107492-6 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-700, 737-800, 737-300F, BBJ 737-800, 737-900, 737-300QC, 737-300SF, 737-700C, 737-500, 737-400, 737-300, 737-900ER, 737-600, 737-400SF, BBJ 737-700 | Description: REGULATOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/aircraft-systems-36/107492-6/
---
Part No.: 107492-6 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-700, 737-800, 737-300F, BBJ 737-800, 737-900, 737-300QC, 737-300SF, 737-700C, 737-500, 737-400, 737-300, 737-900ER, 737-600, 737-400SF, BBJ 737-700 | Description: REGULATOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-36/107492-6/"
3957985114,ok_ata,,Part No.: 3957985114 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: EIU-ENGINE INTERFACE UNIT | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-73/3957985114/
1263A0000-03,ok_ata,,Part No.: 1263A0000-03 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: MACHINE-AIR CYCLE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-21/1263a0000-03/
90-0408-9,ok_ata,,"Part No.: 90-0408-9 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200SF, 767-300EREM, 777-200ER, 767-200EREM, 767-300ER, 767-300BCF, 777-200F, 767-300, 767-400ER, 777-200LR, 767-200ERT, 777-300, 767-200EM, KC-46A, 767-200ERSF, 777-200, 777-300ER, 767-200ER, 767-200, 767-300F | Description: GEARCASE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-30/90-0408-9/"
725Z2300-101,no_table_ata_or_component,,
49-170-11,ok_ata,,Part No.: 49-170-11 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: SFCC-SLAT AND FLAP CONTROL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-27/49-170-11/
340-006-104-0,ok_ata,,"Part No.: 340-006-104-0 | ATA Groups: POWER PLANT | Boeing Applicability: BBJ 737-800, 737-700, 737-700C, 737-600, 737-800, BBJ 737-700, 737-900ER, 737-900 | Description: TUBE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-75/340-006-104-0/"
45059,ok_component_fallback,,Part No.: 45059 | Manufacturer: Parker-Hannifin Corp | Part Type: Spool And Sleeve S/A | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/parker-hannifin-corp/45059/
1567700-7,ok_ata,,"Part No.: 1567700-7 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200, 777-200F, 777-300ER, 777-300, 777-200ER, 777-200LR | Description: CONTROL UNIT ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-27/1567700-7/"
11-841193-4,ok_ata,,"Part No.: 11-841193-4 | ATA Groups: POWER PLANT | Boeing Applicability: 737-700, BBJ 737-800, 737-900, 737-600, BBJ 737-700, C-40C, C-40B, 737-900ER, 737 AEW&C, 737-700C, P-8, 737-800 | Description: HEAT EXCHANGER-OIL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-79/11-841193-4/
---
Part No.: 11-841193-4 | ATA Groups: POWER PLANT | Boeing Applicability: BBJ 737-700, 737-900, 737-600, BBJ 737-800, 737-700C, 737-700, 737-900ER, 737-800 | Description: HEAT EXCHANGER-OIL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-79/11-841193-4/"
964-0453-001,ok_ata,,"Part No.: 964-0453-001 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200EREM, 757-200PF, 737-300F, 737-300SF, 767-300EREM, 767-200SF, 757-200EM, 777-200, 737-400SF, 777-200LR, 767-300F, 767-300, 767-300BCF, 737-400, 757-300, 757-200PCF, 777-200ER, C-32, 737-300QC, 777-300ER, 777-200F, 757-200, 767-200EM, 757-200PC, 767-200ERSF, 767-200, 777-300, 737-500, 737-300 | Description: COUPLER-HF ANTENNA | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-23/964-0453-001/
---
Part No.: 964-0453-001 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 757-200PF, 767-200EREM, 767-300EREM, 737-300F, 737-300SF, 757-200EM, 767-200SF, 777-200, 737-400, 767-300, 767-300BCF, 737-400SF, 777-200LR, 767-300F, 757-200PCF, 757-300, 777-200ER, C-32, 737-300QC, 777-300ER, 777-200F, 767-200EM, 777-300, 757-200PC, 767-200ERSF, 737-500, 757-200, 767-200, 737-300 | Description: COUPLER-HF ANTENNA | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-23/964-0453-001/
---
Part No.: 964-0453-001 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 757-200PF, 767-300EREM, 767-200EREM, 757-200PC, 737-300SF, 767-200SF, 757-200EM, 777-200, 767-300BCF, 767-300F, 767-300, 777-200LR, 737-400SF, 737-400, 757-300, 757-200PCF, 777-200ER, 737-300QC, 777-200F, 777-300, 777-300ER, 767-200EM, 737-300F, 767-200ERSF, 737-300, 757-200, 767-200, 737-500 | Description: COUPLER-HF ANTENNA | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/aircraft-systems-23/964-0453-001/
---
Part No.: 964-0453-001 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 757-200PF, 767-300EREM, 767-200EREM, 757-200PC, 737-300SF, 767-200SF, 757-200EM, 777-200, 767-300BCF, 767-300F, 767-300, 777-200LR, 737-400SF, 737-400, 757-300, 757-200PCF, 777-200ER, 737-300QC, 777-200F, 777-300, 777-300ER, 767-200EM, 737-300F, 767-200ERSF, 737-300, 757-200, 767-200, 737-500 | Description: COUPLER-HF ANTENNA | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/aircraft-systems-23/964-0453-001/"
50N803,ok_ata,,Part No.: 50N803 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/pratt-and-whitney-pw4000/power-plant-72/50n803/
622-5130-830,ok_ata,,Part No.: 622-5130-830 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: CONTROL UNIT-WEATHER RADAR 3SQ | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-34/622-5130-830/
1338-1430,ok_ata,,"Part No.: 1338-1430 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: ROTATING MECH-TPIS,NLG | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-32/1338-1430/"
28823-9,ok_ata,,"Part No.: 28823-9 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-300ER, 767-200EM, C-32, 767-300BCF, 757-200PCF, 757-300EM, 767-300EREM, 767-200ER, 767-200ERT, 767-300, 777-300, 777-200ER, 767-300ER, 767-200EREM, 757-200, 767-200ERSF, 757-200PC, 767-200SF, 747-400PC, 757-200EM, 767-200, 777-200, 747-400ERF, 767-400ER, 747-400F, 747-400, 757-300 | Description: COMPRESSOR ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-38/28823-9/
---
Part No.: 28823-9 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 757-300, 767-200EM, 757-300EM, 767-300BCF, 757-200PCF, 767-200ER, 767-300EREM, 767-200ERT, 777-200ER, 767-300, 777-300, 767-300ER, 767-200EREM, 757-200PC, 767-200ERSF, 757-200, 767-200SF, 757-200EM, 747-400PC, 767-200, 747-400ERF, 767-400ER, 777-200, 747-400, 747-400F, 777-300ER | Description: COMPRESSOR ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/aircraft-systems-38/28823-9/
---
Part No.: 28823-9 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 757-300, 767-200EM, 757-300EM, 767-300BCF, 757-200PCF, 767-200ER, 767-300EREM, 767-200ERT, 777-200ER, 767-300, 777-300, 767-300ER, 767-200EREM, 757-200PC, 767-200ERSF, 757-200, 767-200SF, 757-200EM, 747-400PC, 767-200, 747-400ERF, 767-400ER, 777-200, 747-400, 747-400F, 777-300ER | Description: COMPRESSOR ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/aircraft-systems-38/28823-9/"
723-4499-01,no_table_ata_or_component,,
TY1540-24,ok_ata,,Part No.: TY1540-24 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: CONTROL UNIT | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-78/ty1540-24/
L1 DOOR CUTOUT,no_table_ata_or_component,,
D5211000100000B00,no_table_ata_or_component,,
D211200300000,no_table_ata_or_component,,
D5211200300000,no_table_ata_or_component,,
4953193,ok_ata,,"Part No.: 4953193 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: AIR-INLET/SILENCER, ASSY - APU | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj190/aircraft-systems-49/4953193/"
442634,ok_ata,,"Part No.: 442634 | ATA Groups: POWER PLANT | Boeing Applicability: 767-200ER, 767-300F, 747-400PC, 767-200EREM, 747-400ERF, 767-300BCF, 767-200ERT, 767-300ER, 747-400F, 747-400, 767-300EREM, 767-300, 767-200SF, 767-400ER | Description: CONTROL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/power-plant-73/442634/"
2-8181-2,ok_component_fallback,,"Part No.: 2-8181-2 | Manufacturer: Ge Aviation Systems | Part Type: Fuse: Rate,Hyd | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/ge-aviation-systems/2-8181-2/
---
Part No.: 2-8181-2 | Manufacturer: Ge Aviation | Part Type: Fuse: Rate,Hyd | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/ge-aviation/2-8181-2/"
216203-0,ok_ata,,"Part No.: 216203-0 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-300, 777-200, 777-300ER, 737-800, 777-200LR, 787-9, 737 MAX 8, 747-8, 737-900ER, 737-700, 787-8 | Description: LIFE VEST | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-8/aircraft-systems-25/216203-0/
---
Part No.: 216203-0 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-300, 777-200, 777-300ER, 737-800, 777-200LR, 787-9, 737 MAX 8, 747-8, 737-900ER, 737-700, 787-8 | Description: LIFE VEST | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-25/216203-0/
---
Part No.: 216203-0 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200, 777-300ER, 767-300, 737-800, 777-200LR, 787-9, 737 MAX 8, 737-700, 747-8, 737-900ER, 787-8 | Description: LIFE VEST | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-25/216203-0/"
54H656,ok_component_fallback,,Part No.: 54H656 | Manufacturer: Pratt And Whitney | Part Type: Vane | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/pratt-and-whitney/54h656/
649-438-014-0,ok_ata,,"Part No.: 649-438-014-0 | ATA Groups: POWER PLANT | Boeing Applicability: 737-700C, 737-800, BBJ 737-800, 737-900ER, 737-900, 737-600, 737-700, BBJ 737-700 | Description: HOSE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-73/649-438-014-0/"
9283M70G07,ok_ata,,"Part No.: 9283M70G07 | ATA Groups: POWER PLANT | Boeing Applicability: 767-300F, 747-400F, 767-300EREM, 767-200ERT, 767-200EREM, 767-300, 747-400ERF, 767-300ER, 747-400, 767-300BCF, 767-400ER, 747-400PC, 767-200ERSF, 767-200ER, 767-200SF | Description: RETAINER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/power-plant-72/9283m70g07/
---
Part No.: 9283M70G07 | ATA Groups: Aircraft systems | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/general-electric-lm6000/aircraft-systems-21/9283m70g07/
---
Part No.: 9283M70G07 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/general-electric-cf6/power-plant-72/9283m70g07/
---
Part No.: 9283M70G07 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/general-electric-cf6/power-plant-72/9283m70g07/
---
Part No.: 9283M70G07 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/general-electric-cf6/power-plant-72/9283m70g07/"
TY2013-11,ok_ata,,Part No.: TY2013-11 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: CONTROL UNIT HYDR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-78/ty2013-11/
338-128-501-0,ok_ata,,Part No.: 338-128-501-0 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: HOSE-FLEXIBLE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-73/338-128-501-0/
3A3051,ok_ata,,"Part No.: 3A3051 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: CONNECTR, A O TUBE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-75/3a3051/"
21607-04,no_table_ata_or_component,,
C24737002-4,ok_ata,,Part No.: C24737002-4 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: MANIFOLD | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-32/c24737002-4/
AT0516A02,no_table_ata_or_component,,
473475-3,ok_ata,,"Part No.: 473475-3 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200ER, 777-200F, 777-200, 777-200LR | Description: BOTTLE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-26/473475-3/"
38E93-5,ok_ata,,"Part No.: 38E93-5 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: VALVE-CONTROL,WING ANTI ICING 9DL1, 9DL2 | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-30/38e93-5/"
2116M25P01,ok_ata,,"Part No.: 2116M25P01 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/cfm-international-cfm56/power-plant-72/2116m25p01/
---
Part No.: 2116M25P01 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/cfm-international-cfm56/power-plant-72/2116m25p01/
---
Part No.: 2116M25P01 | ATA Groups: POWER PLANT | Boeing Applicability: 737-900ER, BBJ 737-700, 737-600, 737-900, 737-700C, BBJ 737-800, 737-700, 737-800 | Description: SEAL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/2116m25p01/"
B3500AA507-1062AA,no_table_ata_or_component,,
KH23403,no_table_ata_or_component,,
3861046-1,ok_component_fallback,,Part No.: 3861046-1 | Manufacturer: Honeywell Aerospace | Part Type: Gearshaft Ged | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/honeywell-aerospace/3861046-1/
3601-91,ok_ata,,"Part No.: 3601-91 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: DETECTOR-FIRE,PYLON (LO) | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-26/3601-91/"
103412,ok_ata,,"Part No.: 103412 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 787-8, 777-300ER, 787-9 | Description: SCREW | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-25/103412/"
1706903,ok_ata,,Part No.: 1706903 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: IDG-INTEGRATED DRIVE GENERATOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-24/1706903/
340-167-902-0,ok_ata,,"Part No.: 340-167-902-0 | ATA Groups: POWER PLANT | Boeing Applicability: 737-800, 737-400, 737-300QC, BBJ 737-700, 737-400SF, 737-300, BBJ 737-800, 737-900ER, 737-300F, 737-900, 737-300SF, 737-700, 737-600, 737-700C, 737-500 | Description: BEARING 4 | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/340-167-902-0/
---
Part No.: 340-167-902-0 | ATA Groups: POWER PLANT | Boeing Applicability: 737-800, 737-400, 737-300QC, BBJ 737-700, 737-400SF, 737-300, BBJ 737-800, 737-900ER, 737-300F, 737-900, 737-300SF, 737-700, 737-600, 737-700C, 737-500 | Description: BEARING 4 | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/power-plant-72/340-167-902-0/"
34600017,ok_ata,,Part No.: 34600017 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: EXTINGUISHER-FIRE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-26/34600017/
340-001-816-0,ok_ata,,"Part No.: 340-001-816-0 | ATA Groups: POWER PLANT | Boeing Applicability: BBJ 737-800, 737-700, 737-900, 737-700C, BBJ 737-700, 737-800, 737-900ER, 737-600 | Description: PLATFORM | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/340-001-816-0/
---
Part No.: 340-001-816-0 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/cfm-international-cfm56/power-plant-72/340-001-816-0/"
RP216-00,ok_ata,,Part No.: RP216-00 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: SENSOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-73/rp216-00/
18-1738-12,ok_ata,,"Part No.: 18-1738-12 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737 MAX 8, 737 MAX 7, 737-600, 737-700C, 737-700, BBJ 737-700, 737-900, 737-900ER, 737-800, BBJ 737-800 | Description: TRANSMITTER ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-27/18-1738-12/"
2607MK3,ok_ata,,Part No.: 2607MK3 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: ACTUATOR-STATOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-75/2607mk3/
2760000-101,ok_ata,,"Part No.: 2760000-101 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-600, BBJ 737-800, 737-700, 737-400, 737 MAX 9, 737-300SF, 737 MAX 8, 737-300QC, 737-300, 737-500, 737-900ER, 737 MAX 7, 737-900, 737-800, 737-700C, 737-400SF, BBJ 737-700, 737-300F | Description: VALVE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-36/2760000-101/
---
Part No.: 2760000-101 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-600, BBJ 737-800, 737-700, 737-400, 737 MAX 9, 737-300SF, 737 MAX 8, 737-300QC, 737-300, 737-500, 737-900ER, 737 MAX 7, 737-900, 737-800, 737-700C, 737-400SF, BBJ 737-700, 737-300F | Description: VALVE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/aircraft-systems-36/2760000-101/"
1664M14G01,ok_ata,,"Part No.: 1664M14G01 | ATA Groups: POWER PLANT | Boeing Applicability: 767-300, 747-400ERF, 767-200ER, 747-400F, 767-200ERT, 767-200ERSF, 767-200SF, 747-400PC, 767-300BCF, 767-300F, 767-200EREM, 747-400, 767-300ER, 767-300EREM, 767-400ER | Description: HOUSING | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/power-plant-72/1664m14g01/
---
Part No.: 1664M14G01 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/general-electric-cf6/power-plant-72/1664m14g01/"
D31865-111,ok_ata,,Part No.: D31865-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: SLIDE-OVERWING | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-25/d31865-111/
5W2318,ok_ata,,"Part No.: 5W2318 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/iae-v2500/power-plant-72/5w2318/
---
Part No.: 5W2318 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: DUCT.A O LPC BLEED | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-72/5w2318/"
740-5121-511,ok_ata,,Part No.: 740-5121-511 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: UPPER DUCT | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-80/740-5121-511/
4260-0036-3,no_table_ata_or_component,,
G6990-40,ok_component_fallback,,Part No.: G6990-40 | Manufacturer: Gables Engineering | Part Type: Atc/Tcas | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/gables-engineering/g6990-40/
PL1100LH16,ok_ata,,"Part No.: PL1100LH16 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 787-8, 787-10, 787-9 | Description: LIGHT-AISLE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-33/pl1100lh16/"
PL1315LH00,ok_ata,,Part No.: PL1315LH00 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: FILLER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-33/pl1315lh00/
